id,time,longitude,latitude,magnitude,time_days,x,y,step,logli_t,logli_s,logli_ts,loglam_t,loglam_ts,intlam
12036,1971-01-01 20:36:17.720,-119.4328333,33.8986667,2.91,365.85853842592593,-221.85174264601457,-52.43320014522427,,,,,,,
12037,1971-01-02 02:19:13.010,-117.6161667,35.7258333,2.69,366.0966783564815,-18.11085872436257,112.71507250115545,,,,,,,
12038,1971-01-02 02:37:49.820,-117.5948333,35.7551667,2.97,366.1096043981482,-14.824448477011623,114.59840384127853,,,,,,,
12039,1971-01-02 06:27:39.120,-120.2818333,35.8381667,3.26,366.26920277777776,-5.413467067141683,-127.7274961394741,,,,,,,
12040,1971-01-02 07:59:08.050,-117.6051667,35.671,2.92,366.3327320601852,-24.195135798941514,113.7863127903118,,,,,,,
12041,1971-01-02 11:19:28.190,-117.5993333,35.7561667,3.12,366.471854050926,-14.71851895714447,114.19093400259082,,,,,,,
12043,1971-01-05 06:14:45.430,-117.9923333,34.0581667,3.63,369.2602480324074,-203.91250836570117,80.38930700052715,,,,,,,
12045,1971-01-08 23:23:14.940,-116.2936667,34.8461667,3.1,372.97447847222224,-113.58346043724607,234.6227363527171,,,,,,,
12047,1971-01-09 16:52:46.690,-117.5401667,35.7023333,3.05,373.7033181712963,-20.633645158499,119.61035200011494,,,,,,,
12048,1971-01-11 02:54:54.150,-116.5265,34.2586667,2.75,375.1214600694444,-179.43378478432288,214.9100941551949,,,,,,,
12049,1971-01-11 15:21:27.610,-121.3333333,34.728,3.67,375.6399028935185,-126.96122842679196,-225.58137364523932,,,,,,,
12050,1971-01-12 13:36:12.360,-115.0816667,32.2566667,2.85,376.5668097222222,-397.8938349807884,355.9036582980042,,,,,,,
12051,1971-01-13 07:25:35.940,-115.9826667,31.9446667,3.01,377.30944375,-435.3902694401561,272.1285590279729,,,,,,,
12052,1971-01-14 02:28:40.810,-116.7205,33.4555,3.25,378.1032501157407,-269.1390519190523,198.97858482788035,,,,,,,
12053,1971-01-15 13:16:39.100,-115.758,32.5236667,2.76,379.5532303240741,-370.3869358514156,291.4082057634554,,,,,,,
12054,1971-01-15 22:33:29.480,-117.6456667,35.7408333,2.65,379.939924537037,-16.47656087392217,110.03155123945244,,,,,,,
12055,1971-01-16 00:53:53.970,-118.3291667,35.477,3.56,380.0374302083333,-46.3665235257594,48.5060181861825,,,,,,,
12056,1971-01-16 04:09:19.590,-116.4215,33.4715,3.49,380.1731434027778,-266.7215084771831,226.6756898272988,,,,,,,
12057,1971-01-16 05:13:29.230,-118.3095,35.4945,2.8,380.2176994212963,-44.41071570021359,50.27586892800057,,,,,,,
12058,1971-01-16 05:33:32.270,-119.9376667,36.0091667,2.92,380.2316234953704,13.205398844711649,-96.49702626195504,,,,,,,
12059,1971-01-16 06:59:04.010,-118.2928333,35.4841667,2.7,380.2910186342593,-45.55104409164695,51.79140291980303,,,,,,,
12060,1971-01-17 22:30:31.730,-115.7345,32.58,3.4,381.9378672453704,-364.0553310923024,293.42181722200195,,,,,,,
12061,1971-01-18 00:46:42.360,-119.8311667,35.5061667,3.0,382.0324347222222,-42.82470554291879,-87.46992062557776,,,,,,,
12062,1971-01-19 02:36:12.680,-116.7495,33.9638333,3.49,383.1084800925926,-212.67637161756736,195.1073760220196,,,,,,,
12063,1971-01-20 12:07:32.510,-115.8656667,32.9465,2.93,384.50523738425926,-323.682902081702,279.9426411045229,,,,,,,
12064,1971-01-20 13:05:22.680,-116.4578333,34.2281667,2.66,384.5454013888889,-182.6736709565525,221.30117153706504,,,,,,,
12065,1971-01-21 01:28:59.470,-116.1488333,32.2488333,3.44,385.06179942129626,-402.0068998390677,255.5605480920527,,,,,,,
12066,1971-01-21 03:02:50.130,-117.5958333,35.775,2.56,385.12696909722223,-12.620323947619475,114.47959538770353,,,,,,,
12067,1971-01-21 05:38:20.870,-117.6115,35.7558333,2.78,385.23496377314814,-14.769723746192554,113.09362488612666,,,,,,,
12068,1971-01-21 09:31:24.240,-118.4478333,33.8941667,2.63,385.3968083333333,-222.42123688382867,38.49705342656858,,,,,,,
12069,1971-01-22 22:41:26.610,-116.4761667,34.2246667,3.03,386.945446875,-183.10362980922588,219.6251723332502,,,,,,,
12070,1971-01-23 00:53:10.800,-118.1476667,36.4603333,3.02,387.0369305555556,63.07907142241011,64.13752352549534,,,,,,,
12071,1971-01-23 09:27:09.270,-116.4828333,34.2235,3.07,387.3938572916667,-183.2481125704652,219.01540953812864,,,,,,,
12072,1971-01-23 22:07:36.680,-115.8098333,32.6423333,3.99,387.9219523148148,-357.3426520659684,286.15733809542803,,,,,,,
12073,1971-01-24 07:47:25.900,-115.7693333,32.554,2.85,388.32460532407407,-367.04729310540455,290.24442709964256,,,,,,,
12074,1971-01-26 21:53:51.620,-121.3786667,35.5313333,3.21,390.9124030092592,-37.54003215654695,-227.45346651270415,,,,,,,
12075,1971-01-29 05:36:21.910,-117.1071667,34.1043333,2.99,393.23358692129625,-197.69791334106569,161.84927021625754,,,,,,,
12076,1971-01-31 11:23:06.330,-116.9701667,33.9748333,2.59,395.4743788194445,-211.86445922896112,174.73386557164147,,,,,,,
12077,1971-01-31 12:22:41.990,-120.9368333,36.3285,3.9,395.5157637731482,50.15815047595868,-185.60196034193447,,,,,,,
12078,1971-02-01 22:16:05.480,-119.9968333,37.3805,3.7,396.9278412037037,165.7468119903119,-100.02953755515068,,,,,,,
12079,1971-02-02 10:45:22.440,-116.8476667,34.61,2.69,397.4481763888888,-141.01919539263187,184.609407627781,,,,,,,
12080,1971-02-02 10:48:38.980,-116.864,34.6035,2.84,397.4504511574074,-141.7723304868738,183.1292973544089,,,,,,,
12081,1971-02-02 12:30:17.160,-116.8783333,34.6278333,2.9,397.5210319444444,-139.09326083425307,181.7637255991885,,,,,,,
12082,1971-02-02 15:42:02.410,-117.6395,35.7158333,2.6,397.6541945601852,-19.249403093536195,110.62283722206074,,,,,,,
12083,1971-02-03 22:41:23.510,-117.6096667,35.7541667,2.65,398.9454109953704,-14.952914794121604,113.26141659815436,,,,,,,
12086,1971-02-08 00:38:23.200,-118.2965,35.4955,3.35,403.0266574074074,-44.29277676653544,51.45212900203608,,,,,,,
12088,1971-02-08 01:11:23.970,-116.1713333,33.8421667,2.7,403.0495829861111,-224.91160805636383,248.78383097210937,,,,,,,
12089,1971-02-08 05:03:24.420,-118.7611667,35.0853333,3.29,403.2106993055556,-90.0453990816281,9.43343848750425,,,,,,,
12090,1971-02-08 21:29:14.720,-115.9785,33.0811667,3.18,403.8953092592593,-309.02014922649187,268.991841992402,,,,,,,
12091,1971-02-09 14:00:41.920,-118.37131892050876,34.41694913440585,6.6,404.5838185185185,-164.2583328079712,45.275293624632205,,,,,,,
12092,1971-02-09 14:01:12.450,-118.36713779286184,34.41725153148979,5.8,404.584171875,-164.22278570575614,45.65869843702438,,,,,,,
12093,1971-02-09 14:01:36.840,-118.37381645949324,34.413237239079464,4.2,404.5844541666667,-164.67221556233457,45.04819666970197,,,,,,,
12094,1971-02-09 14:01:40.080,-118.36650735881275,34.41944710415382,4.1,404.5844916666666,-163.9783589287243,45.71531814404751,,,,,,,
12095,1971-02-09 14:01:53.040,-118.36627789054748,34.419839298918816,4.5,404.5846416666666,-163.93464294263902,45.73615145757306,,,,,,,
