index,time,longitude,latitude,magnitude,x,y,time_days,step,logli_t,logli_s,logli_ts,loglam_t,loglam_ts,intlam
648199,1981-01-02 15:03:09.420,-118.281,36.043,3.13,210.60556856356348,-113.34095083397544,4019.627192361111,,,,,,,
648251,1981-01-07 11:42:30.000,-122.0,37.0,4.24,327.3832531015081,-442.0009829756348,4024.487847222222,,,,,,,
648270,1981-01-08 14:52:14.370,-118.66,33.908,3.2,-26.29419860312852,-151.28677146655775,4025.619610763889,,,,,,,
648313,1981-01-11 04:44:29.510,-120.656,36.095,3.49,221.59304803775152,-326.6323335243472,4028.197563773148,,,,,,,
648357,1981-01-13 23:00:31.430,-115.523,33.883,3.0,-29.27474985206664,138.23980653398445,4030.9586971064814,,,,,,,
648388,1981-01-17 00:09:35.540,-120.584,35.956,3.3,205.9081025298849,-320.72324607271537,4034.006661342593,,,,,,,
648405,1981-01-18 20:19:55.770,-116.767,33.489,3.01,-74.06850636323139,23.51669343970794,4035.8471732638886,,,,,,,
648506,1981-01-26 05:23:02.400,-116.186,33.815,3.0,-37.53365143601545,77.10260362900259,4043.224333333333,,,,,,,
648559,1981-01-30 01:54:13.090,-118.476,33.911,3.08,-26.217563529974804,-134.30357623499228,4047.079318171296,,,,,,,
648580,1981-01-31 05:23:22.380,-120.171,36.095,3.62,220.11955507621457,-283.0720767184646,4048.224564583333,,,,,,,
648581,1981-01-31 06:18:31.550,-120.151,36.13,3.27,223.95450865960208,-281.152216984375,4048.262865162037,,,,,,,
648601,1981-02-01 11:30:07.160,-116.769,33.487,3.59,-74.29135248412138,23.33176048171749,4049.4792495370375,,,,,,,
648604,1981-02-01 11:48:22.080,-116.782,33.499,3.0,-72.95989306084881,22.12306114434326,4049.491922222222,,,,,,,
648618,1981-02-01 19:27:07.920,-116.782,33.489,3.17,-74.10077407993664,21.76910695264984,4049.8105083333335,,,,,,,
648828,1981-02-10 23:03:45.310,-120.24,36.199,3.01,231.8786157076886,-288.892397319877,4058.960941087963,,,,,,,
648831,1981-02-11 02:37:49.710,-120.252,36.183,3.44,230.13444835065263,-290.0271435111854,4059.109603125,,,,,,,
648833,1981-02-11 04:41:06.650,-120.289,35.95,3.4,204.33821251064143,-294.2039160883489,4059.195215856482,,,,,,,
648982,1981-02-18 10:49:24.280,-118.073,36.722,3.06,285.8901156208572,-93.82927818711174,4066.4509754629626,,,,,,,
649025,1981-02-21 15:09:51.820,-116.45,33.504,3.12,-72.5359520459265,53.14450389536317,4069.6318497685184,,,,,,,
649031,1981-02-21 22:56:16.580,-116.763,33.654,3.39,-55.720434701774806,23.84179785640204,4069.955747453704,,,,,,,
649063,1981-02-23 06:12:48.020,-120.9,35.226,3.38,125.80856293977162,-352.31338019893815,4071.25888912037,,,,,,,
649068,1981-02-23 13:07:05.450,-120.743,36.208,3.36,234.4417940183459,-333.9713215990475,4071.5465908564815,,,,,,,
649081,1981-02-24 02:42:48.810,-121.671,36.848,3.22,309.05752427027824,-413.7996650395615,4072.113064930556,,,,,,,
649082,1981-02-24 09:11:57.110,-121.907,36.882,3.5,313.8411746955641,-434.59292499580033,4072.38329988426,,,,,,,
649161,1981-02-27 15:11:12.860,-118.592,34.152,3.36,0.7379739993422864,-144.59527833313956,4075.6327877314816,,,,,,,
649306,1981-03-08 11:17:09.090,-115.595,33.078,3.53,-118.87942947558928,132.8300154721821,4084.470244097222,,,,,,,
649384,1981-03-12 14:06:43.030,-115.547,33.227,3.25,-102.24885680107796,137.06703158963313,4088.587998032407,,,,,,,
649397,1981-03-12 23:09:09.080,-114.716,35.913,3.04,197.81820011855763,207.5596049743177,4088.964688425926,,,,,,,
649451,1981-03-16 13:10:58.650,-115.377,36.588,3.04,271.70225058204795,146.78155600706367,4092.549289930556,,,,,,,
649471,1981-03-18 06:07:11.920,-117.013,34.078,3.73,-8.603719456949005,0.6983965504697208,4094.2549990740745,,,,,,,
649620,1981-04-01 02:05:14.460,-116.816,33.576,3.35,-64.40469501020829,18.95336901536932,4108.086972916666,,,,,,,
649756,1981-04-07 06:23:28.250,-116.317,32.928,3.12,-136.25390942124483,65.67128809259385,4114.266299189815,,,,,,,
649882,1981-04-11 21:47:43.440,-118.486,35.354,3.06,134.24505814656578,-132.90329929641987,4118.908141666667,,,,,,,
650034,1981-04-19 08:46:49.620,-117.769,35.835,3.91,187.0167332974584,-67.47615312389463,4126.365852083333,,,,,,,
650035,1981-04-19 08:54:04.510,-117.779,35.835,3.41,187.0234854336533,-68.37772092364473,4126.370885532408,,,,,,,
650036,1981-04-19 09:02:10.630,-117.756,35.826,4.14,186.00734383989604,-66.31153300521214,4126.376511921296,,,,,,,
650037,1981-04-19 09:02:50.520,-117.816,35.816,4.7,184.936565407076,-71.73045460379511,4126.376973611111,,,,,,,
650040,1981-04-19 09:19:56.930,-117.755,35.837,4.03,187.2298188013976,-66.21231048753931,4126.388853356481,,,,,,,
650055,1981-04-20 01:37:42.060,-116.701,33.35,3.48,-89.50749213600965,29.68515200509592,4127.067847916666,,,,,,,
650149,1981-04-22 06:28:50.840,-115.638,33.105,3.48,-115.93185156324456,128.78375920788645,4129.27003287037,,,,,,,
650212,1981-04-23 03:35:27.520,-117.791,35.857,3.44,189.4779713757368,-69.44059794054935,4130.1496240740735,,,,,,,
650308,1981-04-25 02:11:54.610,-115.629,33.102,3.94,-116.25413628266335,129.62650063653672,4132.091604282407,,,,,,,
650309,1981-04-25 02:13:36.780,-115.636,33.096,3.04,-116.93008066657904,128.98337509000382,4132.092786805555,,,,,,,
650385,1981-04-25 07:03:13.610,-115.629,33.109,3.87,-115.47578917061696,129.61607752139102,4132.293907523148,,,,,,,
650496,1981-04-25 13:36:45.830,-115.635,33.096,3.03,-116.92882770879945,129.07652635924865,4132.567197106481,,,,,,,
650520,1981-04-25 17:24:04.240,-115.63,33.102,3.24,-116.25539464712514,129.53335585965354,4132.725049074074,,,,,,,
650582,1981-04-26 04:27:24.510,-115.632,33.084,3.18,-118.2593729355626,129.37380494179067,4133.185700347222,,,,,,,
650661,1981-04-26 10:58:08.810,-115.626,33.095,3.66,-117.02870281557269,129.9163792046293,4133.457046412037,,,,,,,
650664,1981-04-26 11:04:33.190,-115.627,33.099,3.04,-116.58519415730866,129.81726323321283,4133.46149525463,,,,,,,
650684,1981-04-26 12:00:13.380,-115.628,33.111,3.01,-115.25214504760864,129.70623438814297,4133.500154861111,,,,,,,
650685,1981-04-26 12:01:59.990,-115.629,33.112,3.75,-115.1422118421483,129.6116100819639,4133.501388773148,,,,,,,
650686,1981-04-26 12:05:57.330,-115.627,33.096,3.79,-116.91877147808624,129.82173607814926,4133.504135763888,,,,,,,
650688,1981-04-26 12:09:28.290,-115.624,33.096,5.75,-117.04759817524764,130.46197990385383,4133.506577430556,,,,,,,
650692,1981-04-26 12:27:57.080,-115.686,33.037,3.0,-123.55194182341354,124.40999230219768,4133.519410648148,,,,,,,
650693,1981-04-26 12:28:08.010,-115.642,33.099,3.3,-116.6040019346181,128.42004252453904,4133.519537152778,,,,,,,
650694,1981-04-26 12:28:36.180,-115.697,33.037,3.31,-123.56516928059222,123.38462705070906,4133.519863194445,,,,,,,
650698,1981-04-26 12:40:41.970,-115.724,32.961,4.17,-132.04782563788615,120.97305862962504,4133.528263541667,,,,,,,
650713,1981-04-26 12:57:43.070,-115.598,33.116,3.03,-114.65798563087056,132.49267071104512,4133.540081828704,,,,,,,
650715,1981-04-26 12:59:21.150,-115.688,33.074,3.25,-119.44022629058128,124.17085083582172,4133.541217013889,,,,,,,
650718,1981-04-26 13:03:15.890,-115.568,33.136,3.7,-112.39512995160368,135.2554503746143,4133.543933912037,,,,,,,
