id,time,longitude,latitude,magnitude,x,y
12036,1971-01-01 20:36:17.720,-119.4328333,33.8986667,2.91,-221.8284296413594,-52.44650157733816
12037,1971-01-02 02:19:13.010,-117.6161667,35.7258333,2.69,-18.087789710900143,112.70206371038296
12038,1971-01-02 02:37:49.820,-117.5948333,35.7551667,2.97,-14.801382359168665,114.58539995088717
12039,1971-01-02 06:27:39.120,-120.2818333,35.8381667,3.26,-5.390044445970783,-127.74048571558254
12040,1971-01-02 07:59:08.050,-117.6051667,35.671,2.92,-24.17206833568486,113.77329491842072
12041,1971-01-02 11:19:28.190,-117.5993333,35.7561667,3.12,-14.695452222538265,114.17793027156284
12043,1971-01-05 06:14:45.430,-117.9923333,34.0581667,3.63,-203.88938895907964,80.3760258612899
12045,1971-01-08 23:23:14.940,-116.2936667,34.8461667,3.1,-113.56057666245314,234.60958340952143
12047,1971-01-09 16:52:46.690,-117.5401667,35.7023333,3.05,-20.61058657394822,119.59733941792584
12048,1971-01-11 02:54:54.150,-116.5265,34.2586667,2.75,-179.410868977347,214.89684388397995
12049,1971-01-11 15:21:27.610,-121.3333333,34.728,3.67,-126.9376710760026,-225.59453542233604
12050,1971-01-12 13:36:12.360,-115.0816667,32.2566667,2.85,-397.871131477092,355.89007963325685
12051,1971-01-13 07:25:35.940,-115.9826667,31.9446667,3.01,-435.3674348127016,272.1149328145753
12052,1971-01-14 02:28:40.810,-116.7205,33.4555,3.25,-269.1161097605878,198.9652036945712
12053,1971-01-15 13:16:39.100,-115.758,32.5236667,2.76,-370.3641328552274,291.39467184040643
12054,1971-01-15 22:33:29.480,-117.6456667,35.7408333,2.65,-16.453487813268488,110.0185448963876
12055,1971-01-16 00:53:53.970,-118.3291667,35.477,3.56,-46.34335782354739,48.492967880313294
12056,1971-01-16 04:09:19.590,-116.4215,33.4715,3.49,-266.6986086783437,226.66231080286383
12057,1971-01-16 05:13:29.230,-118.3095,35.4945,2.8,-44.38755264317253,50.2628214906221
12058,1971-01-16 05:33:32.270,-119.9376667,36.0091667,2.92,13.228776955307527,-96.50998873983836
12059,1971-01-16 06:59:04.010,-118.2928333,35.4841667,2.7,-45.52788328568861,51.77835378760494
12060,1971-01-17 22:30:31.730,-115.7345,32.58,3.4,-364.032531409044,293.4082923527783
12061,1971-01-18 00:46:42.360,-119.8311667,35.5061667,3.0,-42.80134096312813,-87.48296459794527
12062,1971-01-19 02:36:12.680,-116.7495,33.9638333,3.49,-212.65342474458785,195.09407755692536
12063,1971-01-20 12:07:32.510,-115.8656667,32.9465,2.93,-323.6600827732863,279.92917590734834
12064,1971-01-20 13:05:22.680,-116.4578333,34.2281667,2.66,-182.6507649080784,221.28791625723537
12065,1971-01-21 01:28:59.470,-116.1488333,32.2488333,3.44,-401.98404078836086,255.54697113469769
12066,1971-01-21 03:02:50.130,-117.5958333,35.775,2.56,-12.597257676456772,114.46659478980068
12067,1971-01-21 05:38:20.870,-117.6115,35.7558333,2.78,-14.746655346861568,113.08062108173375
12068,1971-01-21 09:31:24.240,-118.4478333,33.8941667,2.63,-222.3980555817812,38.48374732750326
12069,1971-01-22 22:41:26.610,-116.4761667,34.2246667,3.03,-183.0807211706277,219.61191647652075
12070,1971-01-23 00:53:10.800,-118.1476667,36.4603333,3.02,63.10221306516439,64.1246360189652
12071,1971-01-23 09:27:09.270,-116.4828333,34.2235,3.07,-183.22520299011003,219.00215348923723
12072,1971-01-23 22:07:36.680,-115.8098333,32.6423333,3.99,-357.3198413526288,286.1438234808005
12073,1971-01-24 07:47:25.900,-115.7693333,32.554,2.85,-367.0244884130495,290.2308981063792
12074,1971-01-26 21:53:51.620,-121.3786667,35.5313333,3.21,-37.51647006332068,-227.46650182227813
12075,1971-01-29 05:36:21.910,-117.1071667,34.1043333,2.99,-197.674916168154,161.8359949976747
12076,1971-01-31 11:23:06.330,-116.9701667,33.9748333,2.59,-211.8414813495437,174.72056912121556
12077,1971-01-31 12:22:41.990,-120.9368333,36.3285,3.9,50.18165605176616,-185.6148696083583
12078,1971-02-01 22:16:05.480,-119.9968333,37.3805,3.7,165.770196809571,-100.04227508580348
12079,1971-02-02 10:45:22.440,-116.8476667,34.61,2.69,-140.99623392555975,184.59621508651315
12080,1971-02-02 10:48:38.980,-116.864,34.6035,2.84,-141.74936674070784,183.1161037386899
12081,1971-02-02 12:30:17.160,-116.8783333,34.6278333,2.9,-139.07029505168126,181.75053598402536
12082,1971-02-02 15:42:02.410,-117.6395,35.7158333,2.6,-19.226330896033986,110.60982673999376
12083,1971-02-03 22:41:23.510,-117.6096667,35.7541667,2.65,-14.92984664700441,113.24841251970471
12086,1971-02-08 00:38:23.200,-118.2965,35.4955,3.35,-44.26961546211321,51.439081728706896
12088,1971-02-08 01:11:23.970,-116.1713333,33.8421667,2.7,-224.8887433476808,248.77051227423505
12089,1971-02-08 05:03:24.420,-118.7611667,35.0853333,3.29,-90.02217547515916,9.420324669295788
12090,1971-02-08 21:29:14.720,-115.9785,33.0811667,3.18,-308.99731341961746,268.97839885919603
12091,1971-02-09 14:00:41.920,-118.37,34.416,6.6,-164.46555568716096,45.83430328383121
12092,1971-02-09 14:01:12.450,-118.37,34.416,5.8,-164.10810186419693,45.482247461618336
12093,1971-02-09 14:01:36.840,-118.37,34.416,4.2,-164.6840771655659,45.0395834977575
12094,1971-02-09 14:01:40.080,-118.37,34.416,4.1,-164.78201219384013,45.749765123196234
12095,1971-02-09 14:01:53.040,-118.37,34.416,4.5,-164.2389807942651,45.59166155521734
12096,1971-02-09 14:01:54.440,-118.37,34.416,4.2,-164.81951131171252,45.853498829583295
12097,1971-02-09 14:01:59.080,-118.37,34.416,4.1,-164.0076531652079,45.095928088099576
12098,1971-02-09 14:02:03.000,-118.4006667,34.4111667,4.1,-165.20934373669104,42.256121267819715
12099,1971-02-09 14:02:29.940,-118.37,34.416,4.7,-164.5358535630488,45.40834540905354
12100,1971-02-09 14:02:45.740,-118.37,34.416,5.8,-164.4081507873662,45.17481811761934
12101,1971-02-09 14:02:47.280,-118.333,34.333,3.9,-173.55161787348896,48.8269500983073
12102,1971-02-09 14:02:50.140,-118.37,34.416,3.7,-164.22824291128595,45.023082838073336
12103,1971-02-09 14:02:59.840,-118.37,34.416,3.5,-164.5479511574731,45.249950820714986
12104,1971-02-09 14:03:05.080,-118.37,34.416,3.5,-164.38402582179128,45.66876493881431
12105,1971-02-09 14:03:11.080,-118.37,34.416,3.5,-164.64042202384996,45.39782341583491
12106,1971-02-09 14:03:25.080,-118.37,34.416,4.4,-164.24768123714628,44.930039390141296
12107,1971-02-09 14:03:31.940,-118.37,34.416,3.7,-164.23255095410687,45.05411310110859
12108,1971-02-09 14:03:43.340,-118.37,34.416,4.1,-164.77504421302305,45.83247451467463
12109,1971-02-09 14:04:07.440,-118.37,34.416,4.1,-163.87446377293375,45.691986325537755
12110,1971-02-09 14:04:19.340,-118.37,34.416,3.7,-164.53548203683496,44.98126109142768
12111,1971-02-09 14:04:35.980,-118.37,34.416,4.2,-164.15586277949618,45.3237414711609
12112,1971-02-09 14:04:37.640,-118.37,34.416,4.1,-164.71805757116354,45.378765887532566
12113,1971-02-09 14:04:42.340,-118.37,34.416,4.2,-164.80570728489312,45.79290937950008
12114,1971-02-09 14:04:44.080,-118.37,34.416,4.1,-164.5813158244083,45.54611126177528
12115,1971-02-09 14:04:46.000,-118.4006667,34.4111667,4.2,-165.07945762780872,42.5927847791441
12116,1971-02-09 14:04:49.140,-118.37,34.416,3.5,-164.29338552666505,45.06844343294682
12117,1971-02-09 14:05:25.000,-118.4006667,34.4111667,3.9,-164.42158407613357,42.847849581327395
12118,1971-02-09 14:05:34.140,-118.37,34.416,3.5,-163.90059686444414,45.778416327848944
12119,1971-02-09 14:05:41.340,-118.37,34.416,4.1,-164.24219582719724,45.805463212444415
12120,1971-02-09 14:05:52.150,-118.37,34.416,4.1,-164.75160330395641,45.07957183984044
12121,1971-02-09 14:05:59.140,-118.37,34.416,3.9,-164.7948685170978,45.20891930818456
12122,1971-02-09 14:06:10.740,-118.37,34.416,3.7,-164.45141851631885,45.15493800919519
12123,1971-02-09 14:06:23.080,-118.37,34.416,3.7,-164.0113582968564,45.24034230411489
12124,1971-02-09 14:06:46.140,-118.37,34.416,3.7,-164.55916129632095,45.426285060579545
12125,1971-02-09 14:07:10.440,-118.37,34.416,4.0,-164.69917158103357,45.68578595817534
12126,1971-02-09 14:07:31.360,-118.368,34.4,3.9,-166.11828773643413,45.57589527713151
12127,1971-02-09 14:07:43.970,-118.37,34.416,4.5,-164.76554516232855,45.87047591402182
12128,1971-02-09 14:07:59.240,-118.37,34.416,4.0,-164.06785103671166,45.08230465895547
12129,1971-02-09 14:08:03.410,-118.37,34.416,4.2,-164.83457368888472,45.69905040587613
12130,1971-02-09 14:08:34.040,-118.37,34.416,4.5,-164.1332384621607,45.612596145462284
12131,1971-02-09 14:08:53.720,-118.37,34.416,4.6,-164.06882545932237,44.95763362915539
12132,1971-02-09 14:09:36.240,-118.37,34.416,3.7,-164.48163007746405,44.99945803694643
12133,1971-02-09 14:10:21.330,-118.3961667,34.2463333,4.64,-183.2177940418325,43.07123327349079
12134,1971-02-09 14:10:29.040,-118.37,34.416,5.3,-163.9769923801327,45.506887104248854
12135,1971-02-09 14:11:31.380,-118.321,34.274,4.0,-180.10609950835735,49.96449849440633
12136,1971-02-09 14:11:50.440,-118.37,34.416,3.8,-164.50919778115568,44.94714732770732
12137,1971-02-09 14:13:35.320,-118.332,34.339,3.86,-172.88395758926526,48.91523639499256
12138,1971-02-09 14:15:44.140,-118.37,34.416,3.9,-164.52911348429265,45.20877229944804
12139,1971-02-09 14:16:10.740,-118.4153333,34.4098333,3.99,-165.04564896852648,41.22778803274833
12140,1971-02-09 14:19:50.020,-118.4241667,34.3268333,3.95,-174.2784443210083,40.45793286504188
12141,1971-02-09 14:22:17.040,-118.3158333,34.3528333,4.15,-171.33766016819877,50.391322801430704
12142,1971-02-09 14:24:53.640,-118.37,34.416,3.6,-164.11048962767026,45.52114644877651
12143,1971-02-09 14:25:16.060,-118.5286667,34.4213333,3.54,-163.8081946620968,30.82547282896366
12144,1971-02-09 14:26:07.100,-118.4713333,34.4023333,3.54,-165.90149757795663,36.09322687276573
12145,1971-02-09 14:26:53.040,-118.37,34.416,3.47,-163.95288306343198,45.35580390258325
12146,1971-02-09 14:28:15.580,-118.372,34.3523333,3.69,-171.4203973830098,45.2349343927165
12147,1971-02-09 14:29:05.650,-118.3881667,34.3468333,3.45,-172.03923650688208,43.7535669011193
12148,1971-02-09 14:29:33.560,-118.3933333,34.379,3.59,-168.46474781762544,43.262358867632926
12149,1971-02-09 14:31:26.000,-118.3728333,34.3903333,3.88,-167.19538764862074,45.13768235830612
12150,1971-02-09 14:32:02.810,-118.2803333,34.4271667,3.46,-163.05354639656323,53.60233825552218
12151,1971-02-09 14:33:06.080,-118.37,34.416,3.5,-164.72050156007003,45.596833764644295
12152,1971-02-09 14:34:12.180,-118.438,34.336,3.51,-173.26472289761378,39.183155291699016
12153,1971-02-09 14:34:39.350,-118.414,34.3096667,4.83,-176.18307283404386,41.40021397321742
